VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,02/09/2018 01:52:46 PM,02/09/2018 02:07:18 PM,1,1.01,1,N,113,211,2,10,0,0.5,0,0,0.3,10.8
1,02/09/2018 01:20:40 PM,02/09/2018 01:34:07 PM,1,1.9,1,N,48,141,2,10.5,0,0.5,0,0,0.3,11.3
1,02/09/2018 01:35:17 PM,02/09/2018 01:41:38 PM,1,1.1,1,N,141,263,2,6.5,0,0.5,0,0,0.3,7.3
1,02/09/2018 01:59:07 PM,02/09/2018 02:08:13 PM,1,1.4,1,N,141,262,1,7.5,0,0.5,1.25,0,0.3,9.55
1,02/09/2018 01:35:49 PM,02/09/2018 01:43:48 PM,1,0.7,1,N,234,107,1,6.5,0,0.5,1.1,0,0.3,8.4
1,02/09/2018 01:48:23 PM,02/09/2018 01:57:26 PM,1,2.8,1,N,107,232,2,10.5,0,0.5,0,0,0.3,11.3
1,02/09/2018 01:17:17 PM,02/09/2018 01:58:36 PM,1,17.2,3,N,161,1,2,68,0,0,0,16.25,0.3,84.55
1,02/09/2018 01:36:54 PM,02/09/2018 02:11:14 PM,1,9.8,1,N,138,186,2,34,0,0.5,0,5.76,0.3,40.56
2,02/09/2018 01:02:12 PM,02/09/2018 01:05:37 PM,1,0.38,1,N,151,151,2,4.5,0,0.5,0,0,0.3,5.3
2,02/09/2018 01:08:31 PM,02/09/2018 01:15:17 PM,1,1.43,1,N,238,143,2,7,0,0.5,0,0,0.3,7.8
2,02/09/2018 01:29:14 PM,02/09/2018 01:52:47 PM,1,5.73,1,N,151,90,1,22,0,0.5,1,0,0.3,23.8
2,02/09/2018 01:54:14 PM,02/09/2018 02:05:33 PM,1,1.56,1,N,90,161,1,9,0,0.5,1.96,0,0.3,11.76
2,02/09/2018 01:53:12 PM,02/09/2018 02:01:11 PM,4,0.78,1,N,161,230,2,6.5,0,0.5,0,0,0.3,7.3
2,02/09/2018 01:08:06 PM,02/09/2018 01:26:00 PM,1,3.14,1,N,239,68,1,14,0,0.5,2.96,0,0.3,17.76
2,02/09/2018 01:31:58 PM,02/09/2018 01:37:33 PM,1,1,1,N,68,186,1,6,0,0.5,1.36,0,0.3,8.16
2,02/09/2018 01:40:29 PM,02/09/2018 01:47:32 PM,1,0.57,1,N,186,48,2,6,0,0.5,0,0,0.3,6.8
2,02/09/2018 01:21:14 PM,02/09/2018 01:37:30 PM,1,1.81,1,N,107,100,1,11.5,0,0.5,1.5,0,0.3,13.8
2,02/09/2018 01:48:02 PM,02/09/2018 01:55:30 PM,1,1.39,1,N,163,237,2,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:09:20 PM,02/09/2018 01:17:38 PM,1,0.9,1,N,164,161,2,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:20:48 PM,02/09/2018 01:27:45 PM,1,1.1,1,N,161,237,1,6.5,0,0.5,1,0,0.3,8.3
1,02/09/2018 01:32:13 PM,02/09/2018 01:44:33 PM,1,2,1,N,237,233,1,10,0,0.5,2.15,0,0.3,12.95
1,02/09/2018 01:41:19 PM,02/09/2018 01:57:01 PM,1,1.9,1,N,234,163,1,11,0,0.5,1,0,0.3,12.8
1,02/09/2018 01:58:15 PM,02/09/2018 02:10:09 PM,1,1.8,1,N,163,262,1,9.5,0,0.5,1.55,0,0.3,11.85
2,02/09/2018 01:40:01 PM,02/09/2018 02:24:18 PM,1,23.21,1,N,132,51,2,64.5,0,0.5,0,5.76,0.3,71.06
2,02/09/2018 01:03:15 PM,02/09/2018 01:08:56 PM,1,0.83,1,N,237,237,1,6,0,0.5,1.36,0,0.3,8.16
2,02/09/2018 01:19:53 PM,02/09/2018 01:32:17 PM,1,2.45,1,N,161,236,1,10,0,0.5,2.16,0,0.3,12.96
2,02/09/2018 01:38:16 PM,02/09/2018 01:43:38 PM,1,0.77,1,N,236,141,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/09/2018 01:49:22 PM,02/09/2018 02:03:37 PM,1,1.7,1,N,237,161,1,10.5,0,0.5,2.26,0,0.3,13.56
1,02/09/2018 01:17:48 PM,02/09/2018 01:36:29 PM,1,2.3,1,N,164,68,2,14,0,0.5,0,0,0.3,14.8
1,02/09/2018 01:36:56 PM,02/09/2018 01:42:37 PM,1,1.2,1,N,68,246,1,6.5,0,0.5,1.45,0,0.3,8.75
2,02/09/2018 01:01:35 PM,02/09/2018 01:28:38 PM,1,5.56,1,N,163,261,1,22.5,0,0.5,4.66,0,0.3,27.96
2,02/09/2018 01:47:29 PM,02/09/2018 01:58:43 PM,1,1.05,1,N,68,234,1,8.5,0,0.5,1.5,0,0.3,10.8
2,02/09/2018 01:57:56 PM,02/09/2018 02:50:18 PM,1,14.67,1,N,138,257,1,45,0,0.5,5,0,0.3,50.8
1,02/09/2018 01:48:55 PM,02/09/2018 02:54:26 PM,1,20.1,2,N,132,87,1,52,0,0.5,10.55,0,0.3,63.35
1,02/09/2018 01:03:36 PM,02/09/2018 01:11:18 PM,1,1.1,1,N,48,230,2,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:14:29 PM,02/09/2018 01:27:52 PM,1,2.3,1,N,100,237,2,10.5,0,0.5,0,0,0.3,11.3
1,02/09/2018 01:33:49 PM,02/09/2018 01:37:59 PM,1,0.6,1,N,162,162,1,5,0,0.5,1.16,0,0.3,6.96
1,02/09/2018 01:44:25 PM,02/09/2018 01:56:55 PM,1,1.6,1,N,107,158,1,9.5,0,0.5,2.05,0,0.3,12.35
1,02/09/2018 01:57:49 PM,02/09/2018 02:17:10 PM,1,1.8,1,N,158,144,2,13,0,0.5,0,0,0.3,13.8
1,02/09/2018 01:49:33 PM,02/09/2018 02:07:32 PM,1,8.1,1,N,138,170,1,23.5,0,0.5,4,5.76,0.3,34.06
2,02/09/2018 01:05:27 PM,02/09/2018 01:26:47 PM,2,3.49,1,N,143,113,1,16,0,0.5,2.52,0,0.3,19.32
2,02/09/2018 01:33:47 PM,02/09/2018 01:46:20 PM,2,2.1,1,N,90,163,1,10,0,0.5,0,0,0.3,10.8
2,02/09/2018 01:49:27 PM,02/09/2018 01:51:19 PM,2,0.3,1,N,163,161,1,3.5,0,0.5,0,0,0.3,4.3
2,02/09/2018 01:01:08 PM,02/09/2018 01:39:56 PM,1,11.55,1,N,230,138,1,37.5,0,0.5,8.81,5.76,0.3,52.87
1,02/09/2018 01:09:57 PM,02/09/2018 01:12:58 PM,1,0.6,1,N,236,263,2,4,0,0.5,0,0,0.3,4.8
1,02/09/2018 01:22:01 PM,02/09/2018 01:51:16 PM,1,3.7,1,N,262,48,2,20,0,0.5,0,0,0.3,20.8
1,02/09/2018 01:56:18 PM,02/09/2018 02:05:54 PM,1,1.1,1,N,100,162,2,7.5,0,0.5,0,0,0.3,8.3
1,02/09/2018 01:04:53 PM,02/09/2018 01:11:58 PM,1,1.4,1,N,238,236,2,7.5,0,0.5,0,0,0.3,8.3
1,02/09/2018 01:16:36 PM,02/09/2018 01:28:43 PM,1,1.7,1,N,236,162,2,10,0,0.5,0,0,0.3,10.8
1,02/09/2018 01:31:40 PM,02/09/2018 01:42:24 PM,1,2,1,N,162,263,1,10,0,0.5,2.15,0,0.3,12.95
1,02/09/2018 01:47:05 PM,02/09/2018 01:54:30 PM,1,0.5,1,N,236,236,1,6,0,0.5,1.36,0,0.3,8.16
1,02/09/2018 01:57:26 PM,02/09/2018 02:10:19 PM,1,2.3,1,N,237,107,1,11,0,0.5,2.35,0,0.3,14.15
2,02/09/2018 01:07:02 PM,02/09/2018 01:16:20 PM,1,1.27,1,N,100,162,2,7.5,0,0.5,0,0,0.3,8.3
2,02/09/2018 01:20:22 PM,02/09/2018 01:33:05 PM,1,1.46,1,N,229,163,1,9.5,0,0.5,2.06,0,0.3,12.36
2,02/09/2018 01:42:15 PM,02/09/2018 01:53:32 PM,1,2.78,1,N,142,166,1,11,0,0.5,0.83,0,0.3,12.63
1,02/09/2018 01:49:12 PM,02/09/2018 02:49:56 PM,1,18.1,1,N,158,132,1,54.5,0,0.5,6,5.76,0.3,67.06
2,02/09/2018 12:59:46 PM,02/09/2018 01:19:03 PM,1,10.92,1,N,138,185,1,31.5,0,0.5,9.52,5.76,0.3,47.58
1,02/09/2018 01:40:23 PM,02/09/2018 01:47:43 PM,1,1.1,1,N,263,141,2,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:08:06 PM,02/09/2018 01:23:50 PM,1,1.4,1,N,162,186,1,11,0,0.5,2.35,0,0.3,14.15
1,02/09/2018 01:41:21 PM,02/09/2018 01:52:50 PM,1,1.8,1,N,161,140,2,9.5,0,0.5,0,0,0.3,10.3
1,02/09/2018 01:30:48 PM,02/09/2018 01:31:29 PM,1,0.2,1,N,112,112,2,3,0,0.5,0,0,0.3,3.8
1,02/09/2018 01:53:40 PM,02/09/2018 01:58:27 PM,1,0.9,1,N,79,107,1,5.5,0,0.5,1.25,0,0.3,7.55
1,02/09/2018 01:53:48 PM,02/09/2018 02:21:47 PM,2,8.1,1,N,138,236,1,26,0,0.5,6.5,5.76,0.3,39.06
2,02/09/2018 01:00:12 PM,02/09/2018 01:09:09 PM,1,0.74,1,N,161,230,2,7,0,0.5,0,0,0.3,7.8
2,02/09/2018 01:10:43 PM,02/09/2018 01:21:56 PM,1,3.64,1,N,230,238,2,13,0,0.5,0,0,0.3,13.8
2,02/09/2018 01:23:23 PM,02/09/2018 01:44:36 PM,1,3.08,1,N,238,140,2,15.5,0,0.5,0,0,0.3,16.3
2,02/09/2018 01:45:07 PM,02/09/2018 01:54:12 PM,1,2.67,1,N,140,107,1,10.5,0,0.5,3.39,0,0.3,14.69
2,02/09/2018 01:15:25 PM,02/09/2018 02:08:23 PM,3,17.43,2,N,230,132,2,52,0,0.5,0,5.76,0.3,58.56
2,02/09/2018 01:27:42 PM,02/09/2018 01:57:56 PM,1,10.23,1,N,138,163,1,33,0,0.5,7.91,5.76,0.3,47.47
1,02/09/2018 01:03:07 PM,02/09/2018 01:11:46 PM,1,1.1,1,N,158,186,1,7.5,0,0.5,1.65,0,0.3,9.95
1,02/09/2018 01:13:52 PM,02/09/2018 01:28:43 PM,1,0.3,1,N,68,100,2,10,0,0.5,0,0,0.3,10.8
1,02/09/2018 01:42:12 PM,02/09/2018 01:50:47 PM,1,0.9,1,N,186,246,1,7,0,0.5,1.55,0,0.3,9.35
1,02/09/2018 01:52:21 PM,02/09/2018 01:59:26 PM,1,0.9,1,N,246,68,1,6.5,0,0.5,1.8,0,0.3,9.1
1,02/09/2018 01:27:00 PM,02/09/2018 02:19:04 PM,2,18.9,2,N,132,114,1,52,0,0.5,14.6,5.76,0.3,73.16
2,02/09/2018 01:21:09 PM,02/09/2018 02:00:46 PM,1,10.38,1,N,186,138,1,36.5,0,0.5,12.92,5.76,0.3,55.98
2,02/09/2018 01:19:38 PM,02/09/2018 01:54:06 PM,4,15.64,3,N,113,1,1,63.5,0,0,0,16.5,0.3,80.3
1,02/09/2018 01:19:53 PM,02/09/2018 01:41:46 PM,2,11.6,1,N,132,138,2,32,0,0.5,0,0,0.3,32.8
2,02/09/2018 01:44:31 PM,02/09/2018 01:52:28 PM,1,0.71,1,N,249,113,1,6.5,0,0.5,1.82,0,0.3,9.12
1,02/09/2018 01:14:19 PM,02/09/2018 01:18:13 PM,1,0.5,1,N,264,264,1,4.5,0,0.5,1.05,0,0.3,6.35
1,02/09/2018 01:48:53 PM,02/09/2018 02:03:35 PM,1,2.2,1,N,264,264,1,11,0,0.5,2.95,0,0.3,14.75
2,02/09/2018 01:16:03 PM,02/09/2018 01:19:30 PM,1,0.86,1,N,43,239,1,5,0,0.5,1.45,0,0.3,7.25
2,02/09/2018 01:22:27 PM,02/09/2018 01:28:11 PM,1,1.45,1,N,43,24,1,7,0,0.5,0,0,0.3,7.8
2,02/09/2018 01:45:06 PM,02/09/2018 01:58:07 PM,1,1.99,1,N,43,229,2,10.5,0,0.5,0,0,0.3,11.3
2,02/09/2018 01:04:01 PM,02/09/2018 01:08:33 PM,1,0.64,1,N,100,230,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:10:58 PM,02/09/2018 01:18:31 PM,1,0.79,1,N,230,161,1,6.5,0,0.5,1.46,0,0.3,8.76
2,02/09/2018 01:43:18 PM,02/09/2018 01:53:56 PM,1,1.48,1,N,107,249,1,8.5,0,0.5,1.86,0,0.3,11.16
2,02/09/2018 01:03:11 PM,02/09/2018 01:06:39 PM,1,0.99,1,N,43,236,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:11:56 PM,02/09/2018 01:34:01 PM,1,3.54,1,N,237,113,1,16.5,0,0.5,3.46,0,0.3,20.76
2,02/09/2018 01:35:55 PM,02/09/2018 01:57:01 PM,1,1.78,1,N,113,170,1,14,0,0.5,2.96,0,0.3,17.76
2,02/09/2018 01:08:22 PM,02/09/2018 01:19:31 PM,1,1.29,1,N,170,229,1,8.5,0,0.5,0.65,0,0.3,9.95
2,02/09/2018 01:22:13 PM,02/09/2018 01:30:00 PM,1,1.72,1,N,229,107,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:50:09 PM,02/09/2018 02:32:37 PM,1,3.27,1,N,140,186,1,25.5,0,0.5,3,0,0.3,29.3
1,02/09/2018 01:09:43 PM,02/09/2018 01:31:33 PM,1,3.1,1,N,170,239,1,15,0,0.5,3.16,0,0.3,18.96
1,02/09/2018 01:19:46 PM,02/09/2018 01:25:09 PM,1,0.8,1,N,233,237,1,5.5,0,0.5,1,0,0.3,7.3
1,02/09/2018 01:40:26 PM,02/09/2018 01:54:52 PM,1,1.4,1,N,263,238,1,10.5,0,0.5,2.7,0,0.3,14
2,02/09/2018 01:22:44 PM,02/09/2018 01:26:44 PM,1,0.42,1,N,234,234,1,4.5,0,0.5,1.06,0,0.3,6.36
2,02/09/2018 01:31:01 PM,02/09/2018 01:39:16 PM,1,0.56,1,N,234,186,1,6.5,0,0.5,1.46,0,0.3,8.76
2,02/09/2018 01:45:50 PM,02/09/2018 02:10:05 PM,1,2.17,1,N,186,144,1,15.5,0,0.5,4.08,0,0.3,20.38
2,02/09/2018 01:34:30 PM,02/09/2018 01:43:10 PM,3,1.85,1,N,239,166,1,8.5,0,0.5,1.86,0,0.3,11.16
